testing with
  lockable items: 100000
  threads       : 6
  transactions  : 1000000
  refs per tx   : 20

record init required 5 msec

RACE FOUND!, TX 0  item 48617
RACE FOUND!, TX 0  item 70862
RACE FOUND!, TX 0  item 89296
RACE FOUND!, TX 0  item 31861
RACE FOUND!, TX 0  item 44607
RACE FOUND!, TX 0  item 44607
RACE FOUND!, TX 0  item 2846
RACE FOUND!, TX 0  item 82073
RACE FOUND!, TX 0  item 13527
RACE FOUND!, TX 0  item 53937
RACE FOUND!, TX 0  item 33448
RACE FOUND!, TX 0  item 9199
RACE FOUND!, TX 0  item 9199
RACE FOUND!, TX 0  item 76266
RACE FOUND!, TX 0  item 9590
RACE FOUND!, TX 0  item 9590
RACE FOUND!, TX 0  item 80227
RACE FOUND!, TX 0  item 80227
RACE FOUND!, TX 0  item 95266
RACE FOUND!, TX 0  item 95266
RACE FOUND!, TX 0  item 85863
RACE FOUND!, TX 0  item 40994
RACE FOUND!, TX 0  item 72395
RACE FOUND!, TX 0  item 40885
RACE FOUND!, TX 0  item 26323
RACE FOUND!, TX 0  item 63607
RACE FOUND!, TX 0  item 91389
RACE FOUND!, TX 0  item 91389
RACE FOUND!, TX 0  item 74417
RACE FOUND!, TX 0  item 74417
RACE FOUND!, TX 0  item 15445
RACE FOUND!, TX 0  item 15445
RACE FOUND!, TX 0  item 36678
RACE FOUND!, TX 0  item 93821
RACE FOUND!, TX 0  item 58561
RACE FOUND!, TX 0  item 91884
RACE FOUND!, TX 0  item 24893
RACE FOUND!, TX 0  item 90742
RACE FOUND!, TX 0  item 76410
RACE FOUND!, TX 0  item 68340
RACE FOUND!, TX 0  item 75860
RACE FOUND!, TX 0  item 48468
RACE FOUND!, TX 0  item 16004
RACE FOUND!, TX 0  item 56588
RACE FOUND!, TX 0  item 56588
RACE FOUND!, TX 0  item 7785
RACE FOUND!, TX 0  item 12392
RACE FOUND!, TX 0  item 37371
RACE FOUND!, TX 0  item 32081
RACE FOUND!, TX 0  item 64868
RACE FOUND!, TX 0  item 65778
RACE FOUND!, TX 0  item 90247
RACE FOUND!, TX 0  item 86563
RACE FOUND!, TX 0  item 50784
RACE FOUND!, TX 0  item 50784
RACE FOUND!, TX 0  item 35273
RACE FOUND!, TX 0  item 9527
RACE FOUND!, TX 0  item 48588
RACE FOUND!, TX 0  item 40892
RACE FOUND!, TX 0  item 8629
RACE FOUND!, TX 0  item 11694
RACE FOUND!, TX 0  item 50497
RACE FOUND!, TX 0  item 8334
RACE FOUND!, TX 0  item 73244
RACE FOUND!, TX 0  item 37572
RACE FOUND!, TX 0  item 61217
RACE FOUND!, TX 0  item 61217
RACE FOUND!, TX 0  item 49564
RACE FOUND!, TX 0  item 39503
RACE FOUND!, TX 0  item 30685
RACE FOUND!, TX 0  item 40363
RACE FOUND!, TX 0  item 53501
RACE FOUND!, TX 0  item 53501
RACE FOUND!, TX 0  item 41571
RACE FOUND!, TX 0  item 42538
RACE FOUND!, TX 0  item 78937
RACE FOUND!, TX 0  item 78937
RACE FOUND!, TX 0  item 90879
RACE FOUND!, TX 0  item 39613
RACE FOUND!, TX 0  item 60529
RACE FOUND!, TX 0  item 69171
RACE FOUND!, TX 0  item 46911
RACE FOUND!, TX 0  item 94604
RACE FOUND!, TX 0  item 94604
RACE FOUND!, TX 0  item 40564
RACE FOUND!, TX 0  item 25212
RACE FOUND!, TX 0  item 65614
RACE FOUND!, TX 0  item 98488
RACE FOUND!, TX 0  item 98488
RACE FOUND!, TX 0  item 1083
RACE FOUND!, TX 0  item 41731
RACE FOUND!, TX 0  item 48016
RACE FOUND!, TX 0  item 40269
RACE FOUND!, TX 0  item 46600
RACE FOUND!, TX 0  item 79879
RACE FOUND!, TX 0  item 62709
RACE FOUND!, TX 0  item 62709
RACE FOUND!, TX 0  item 31681
RACE FOUND!, TX 0  item 31681
RACE FOUND!, TX 0  item 47581
RACE FOUND!, TX 0  item 83036
RACE FOUND!, TX 0  item 61566
RACE FOUND!, TX 0  item 52068
RACE FOUND!, TX 0  item 92722
RACE FOUND!, TX 0  item 86867
RACE FOUND!, TX 0  item 91651
RACE FOUND!, TX 0  item 91651
RACE FOUND!, TX 0  item 32222
RACE FOUND!, TX 0  item 71945
RACE FOUND!, TX 0  item 71945
RACE FOUND!, TX 0  item 27091
RACE FOUND!, TX 0  item 57183
RACE FOUND!, TX 0  item 82181
RACE FOUND!, TX 0  item 20473
RACE FOUND!, TX 0  item 55323
RACE FOUND!, TX 0  item 43661
RACE FOUND!, TX 0  item 80862
RACE FOUND!, TX 0  item 20586
RACE FOUND!, TX 0  item 4691
RACE FOUND!, TX 0  item 49553
RACE FOUND!, TX 0  item 40176
RACE FOUND!, TX 0  item 28241
RACE FOUND!, TX 0  item 48276
RACE FOUND!, TX 0  item 53285
RACE FOUND!, TX 0  item 94379
RACE FOUND!, TX 0  item 20060
RACE FOUND!, TX 0  item 63242
RACE FOUND!, TX 0  item 63242
RACE FOUND!, TX 0  item 3916
RACE FOUND!, TX 0  item 14272
RACE FOUND!, TX 0  item 14272
RACE FOUND!, TX 0  item 29014
RACE FOUND!, TX 0  item 29014
RACE FOUND!, TX 0  item 77130
RACE FOUND!, TX 0  item 77130
RACE FOUND!, TX 0  item 67513
RACE FOUND!, TX 0  item 26439
RACE FOUND!, TX 0  item 12438
RACE FOUND!, TX 0  item 12438
RACE FOUND!, TX 0  item 64742
RACE FOUND!, TX 0  item 41650
RACE FOUND!, TX 0  item 20939
RACE FOUND!, TX 0  item 21562
RACE FOUND!, TX 0  item 21562
RACE FOUND!, TX 0  item 89083
RACE FOUND!, TX 0  item 51590
RACE FOUND!, TX 0  item 18000
RACE FOUND!, TX 0  item 98252
RACE FOUND!, TX 0  item 79666
RACE FOUND!, TX 0  item 78083
RACE FOUND!, TX 0  item 78083
RACE FOUND!, TX 0  item 13940
RACE FOUND!, TX 0  item 78341
RACE FOUND!, TX 0  item 63280
RACE FOUND!, TX 0  item 63280
RACE FOUND!, TX 0  item 16193
RACE FOUND!, TX 0  item 16806
RACE FOUND!, TX 0  item 94982
RACE FOUND!, TX 0  item 99495
RACE FOUND!, TX 0  item 35091
RACE FOUND!, TX 0  item 83635
RACE FOUND!, TX 0  item 85216
RACE FOUND!, TX 0  item 93512
RACE FOUND!, TX 0  item 93512
RACE FOUND!, TX 0  item 24462
RACE FOUND!, TX 0  item 67898
RACE FOUND!, TX 0  item 57767
RACE FOUND!, TX 0  item 57767
RACE FOUND!, TX 0  item 88137
RACE FOUND!, TX 0  item 81297
RACE FOUND!, TX 0  item 14133
RACE FOUND!, TX 0  item 48993
RACE FOUND!, TX 0  item 14915
RACE FOUND!, TX 0  item 14915
RACE FOUND!, TX 0  item 92
RACE FOUND!, TX 0  item 4775
RACE FOUND!, TX 0  item 77970
RACE FOUND!, TX 0  item 51967
RACE FOUND!, TX 0  item 51967
RACE FOUND!, TX 0  item 56207
RACE FOUND!, TX 0  item 56207
RACE FOUND!, TX 0  item 56077
RACE FOUND!, TX 0  item 12226
RACE FOUND!, TX 0  item 64902
RACE FOUND!, TX 0  item 86113
RACE FOUND!, TX 0  item 91340
RACE FOUND!, TX 0  item 82438
RACE FOUND!, TX 0  item 82438
RACE FOUND!, TX 0  item 17381
RACE FOUND!, TX 0  item 5984
RACE FOUND!, TX 0  item 5984
RACE FOUND!, TX 0  item 80894
RACE FOUND!, TX 0  item 66379
RACE FOUND!, TX 0  item 2722
RACE FOUND!, TX 0  item 18845
RACE FOUND!, TX 0  item 2605
RACE FOUND!, TX 0  item 47297
RACE FOUND!, TX 0  item 94698
RACE FOUND!, TX 0  item 80091
RACE FOUND!, TX 0  item 994
RACE FOUND!, TX 0  item 53989
RACE FOUND!, TX 0  item 96345
RACE FOUND!, TX 0  item 89021
RACE FOUND!, TX 0  item 36289
RACE FOUND!, TX 0  item 81075
RACE FOUND!, TX 0  item 23889
RACE FOUND!, TX 0  item 23889
RACE FOUND!, TX 0  item 98149
RACE FOUND!, TX 0  item 99134
RACE FOUND!, TX 0  item 59063
RACE FOUND!, TX 0  item 59063
RACE FOUND!, TX 0  item 82727
RACE FOUND!, TX 0  item 85021
RACE FOUND!, TX 0  item 68741
RACE FOUND!, TX 0  item 68741
RACE FOUND!, TX 0  item 36612
RACE FOUND!, TX 0  item 69618
RACE FOUND!, TX 0  item 31564
RACE FOUND!, TX 0  item 71422
RACE FOUND!, TX 0  item 39184
RACE FOUND!, TX 0  item 39184
RACE FOUND!, TX 0  item 92527
RACE FOUND!, TX 0  item 92527
RACE FOUND!, TX 0  item 40016
RACE FOUND!, TX 0  item 66129
RACE FOUND!, TX 0  item 66129
RACE FOUND!, TX 0  item 335
RACE FOUND!, TX 0  item 40341
RACE FOUND!, TX 0  item 86221
RACE FOUND!, TX 0  item 62441
RACE FOUND!, TX 0  item 62441
RACE FOUND!, TX 0  item 53966
RACE FOUND!, TX 0  item 26779
RACE FOUND!, TX 0  item 26779
RACE FOUND!, TX 0  item 74478
RACE FOUND!, TX 0  item 96761
RACE FOUND!, TX 0  item 14019
RACE FOUND!, TX 0  item 14019
RACE FOUND!, TX 0  item 20947
RACE FOUND!, TX 0  item 19767
RACE FOUND!, TX 0  item 45157
RACE FOUND!, TX 0  item 98873
RACE FOUND!, TX 0  item 44332
RACE FOUND!, TX 0  item 41755
RACE FOUND!, TX 0  item 41755
RACE FOUND!, TX 0  item 37087
RACE FOUND!, TX 0  item 37087
RACE FOUND!, TX 0  item 27082
RACE FOUND!, TX 0  item 24085
RACE FOUND!, TX 0  item 19504
RACE FOUND!, TX 0  item 8086
RACE FOUND!, TX 0  item 94870
RACE FOUND!, TX 0  item 44077
RACE FOUND!, TX 0  item 77217
RACE FOUND!, TX 0  item 56351
RACE FOUND!, TX 0  item 50784
RACE FOUND!, TX 0  item 50784
RACE FOUND!, TX 0  item 97602
RACE FOUND!, TX 0  item 97602
RACE FOUND!, TX 0  item 9175
